time,country,sector,value_var,value_100
2016M09,Lithuania,durable consumer goods,-0.2,99.4
2016M09,Lithuania,non-durable consumer goods,1.6,101.6
2016M09,Luxembourg,general,-1.6,99.2
2016M09,Luxembourg,intermediate goods,-2.9,98.5
2016M09,Luxembourg,energy,0.0,90.3
2016M09,Luxembourg,capital goods,-0.6,100.7
2016M09,Luxembourg,durable consumer goods,0.1,100.5
2016M09,Luxembourg,non-durable consumer goods,0.3,107.0
2016M09,Hungary,general,-0.2,97.8
2016M09,Hungary,intermediate goods,-0.4,98.3
2016M09,Hungary,energy,0.7,92.5
2016M09,Hungary,capital goods,-0.7,99.6
2016M09,Hungary,durable consumer goods,-0.7,95.3
2016M09,Hungary,non-durable consumer goods,-0.1,100.3
2016M09,Malta,general,0.2,99.8
2016M09,Malta,intermediate goods,0.5,100.5
2016M09,Malta,energy,0.0,96.0
2016M09,Malta,capital goods,0.0,101.6
2016M09,Malta,durable consumer goods,0.0,93.1
2016M09,Malta,non-durable consumer goods,0.0,100.3
2016M09,Netherlands,general,0.2,96.8
2016M09,Netherlands,intermediate goods,0.2,97.0
2016M09,Netherlands,energy,-0.1,82.9
2016M09,Netherlands,capital goods,-0.1,100.8
2016M09,Netherlands,durable consumer goods,0.0,102.2
2016M09,Netherlands,non-durable consumer goods,0.6,101.3
2016M09,Austria,general,0.1,98.3
2016M09,Austria,intermediate goods,0.0,98.5
2016M09,Austria,energy,0.4,94.5
2016M09,Austria,capital goods,-0.1,100.4
2016M09,Austria,durable consumer goods,-0.1,100.4
2016M09,Austria,non-durable consumer goods,0.0,100.4
2016M09,Poland,general,0.3,99.8
2016M09,Poland,intermediate goods,0.1,99.7
2016M09,Poland,energy,1.2,97.4
2016M09,Poland,capital goods,-0.2,101.3
2016M09,Poland,durable consumer goods,0.6,99.5
2016M09,Poland,non-durable consumer goods,0.4,101.8
2016M09,Portugal,general,0.1,97.7
2016M09,Portugal,intermediate goods,-0.2,98.8
2016M09,Portugal,energy,1.2,90.3
2016M09,Portugal,capital goods,-0.6,98.8
2016M09,Portugal,durable consumer goods,-0.4,101.1
2016M09,Portugal,non-durable consumer goods,0.1,100.7
2016M09,Romania,general,0.2,97.9
2016M09,Romania,intermediate goods,-0.3,97.4
2016M09,Romania,energy,1.7,91.3
2016M09,Romania,capital goods,-0.4,100.5
2016M09,Romania,durable consumer goods,-0.2,102.0
2016M09,Romania,non-durable consumer goods,0.1,102.4
2016M09,Slovenia,general,0.2,98.7
2016M09,Slovenia,intermediate goods,0.2,98.4
2016M09,Slovenia,energy,-0.4,95.0
2016M09,Slovenia,capital goods,0.2,99.6
2016M09,Slovenia,durable consumer goods,0.2,99.8
2016M09,Slovenia,non-durable consumer goods,0.0,98.8
2016M09,Slovakia,general,0.4,95.9
2016M09,Slovakia,intermediate goods,-0.1,95.9
2016M09,Slovakia,energy,1.6,90.4
2016M09,Slovakia,capital goods,0.0,98.4
2016M09,Slovakia,durable consumer goods,0.2,95.5
2016M09,Slovakia,non-durable consumer goods,0.0,99.3
2016M09,Finland,general,0.4,97.9
2016M09,Finland,intermediate goods,0.3,97.0
2016M09,Finland,energy,0.8,92.9
2016M09,Finland,capital goods,0.2,101.0
2016M09,Finland,durable consumer goods,0.1,99.7
2016M09,Finland,non-durable consumer goods,0.3,98.6
2016M09,Sweden,general,-0.1,99.1
2016M09,Sweden,intermediate goods,-0.2,98.6
2016M09,Sweden,energy,1.0,94.7
2016M09,Sweden,capital goods,-0.2,100.8
2016M09,Sweden,durable consumer goods,-0.1,101.5
2016M09,Sweden,non-durable consumer goods,-0.4,100.1
2016M10,EU,general,0.6,98.9
2016M10,EU,intermediate goods,0.0,98.4
2016M10,EU,energy,3.3,96.0
2016M10,EU,capital goods,0.2,100.1
2016M10,EU,durable consumer goods,0.0,100.5
2016M10,EU,non-durable consumer goods,0.4,100.5
2016M10,Belgium,general,2.4,102.7
2016M10,Belgium,intermediate goods,0.7,101.5
2016M10,Belgium,energy,6.3,103.5
2016M10,Belgium,capital goods,0.0,100.6
2016M10,Belgium,durable consumer goods,0.0,101.5
2016M10,Belgium,non-durable consumer goods,0.4,101.6
2016M10,Bulgaria,general,0.6,97.5
2016M10,Bulgaria,intermediate goods,0.1,97.4
2016M10,Bulgaria,energy,1.5,93.7
2016M10,Bulgaria,capital goods,0.2,101.1
2016M10,Bulgaria,durable consumer goods,0.0,101.3
2016M10,Bulgaria,non-durable consumer goods,0.3,101.5
2016M10,Czechia,general,0.4,97.1
2016M10,Czechia,intermediate goods,-0.2,96.6
2016M10,Czechia,energy,1.7,94.1
2016M10,Czechia,capital goods,0.1,98.1
2016M10,Czechia,durable consumer goods,0.0,96.3
2016M10,Czechia,non-durable consumer goods,0.5,99.0
2016M10,Denmark,general,1.5,99.6
2016M10,Denmark,intermediate goods,-0.2,99.9
2016M10,Denmark,energy,7.1,97.5
2016M10,Denmark,capital goods,0.4,101.2
2016M10,Denmark,durable consumer goods,0.0,100.3
2016M10,Denmark,non-durable consumer goods,1.1,99.3
2016M10,Germany,general,0.3,99.1
2016M10,Germany,intermediate goods,0.0,98.6
2016M10,Germany,energy,2.5,95.1
2016M10,Germany,capital goods,0.0,100.1
2016M10,Germany,durable consumer goods,0.0,101.1
2016M10,Germany,non-durable consumer goods,0.3,101.0
2016M10,Estonia,general,1.2,100.2
2016M10,Estonia,intermediate goods,-0.3,98.2
2016M10,Estonia,energy,12.1,105.5
2016M10,Estonia,capital goods,-0.7,101.1
2016M10,Estonia,durable consumer goods,-0.3,99.0
2016M10,Estonia,non-durable consumer goods,0.3,99.6
2016M10,Ireland,general,1.7,97.7
2016M10,Ireland,intermediate goods,0.0,98.4
2016M10,Ireland,energy,3.3,96.0
2016M10,Ireland,capital goods,0.2,100.1
2016M10,Ireland,durable consumer goods,0.0,100.5
2016M10,Ireland,non-durable consumer goods,0.4,100.5
2016M10,Greece,general,1.9,96.5
2016M10,Greece,intermediate goods,0.0,96.9
2016M10,Greece,energy,4.8,93.4
2016M10,Greece,capital goods,0.0,100.1
2016M10,Greece,durable consumer goods,0.0,100.1
2016M10,Greece,non-durable consumer goods,0.0,100.3
2016M10,Spain,general,1.2,99.0
2016M10,Spain,intermediate goods,0.0,98.5
2016M10,Spain,energy,6.3,96.5
2016M10,Spain,capital goods,0.1,100.3
2016M10,Spain,durable consumer goods,0.1,101.3
2016M10,Spain,non-durable consumer goods,0.2,100.4
2016M10,France,general,0.7,98.5
2016M10,France,intermediate goods,0.1,97.1
2016M10,France,energy,4.3,96.8
2016M10,France,capital goods,0.1,100.3
2016M10,France,durable consumer goods,-0.1,100.8
2016M10,France,non-durable consumer goods,0.3,99.3
2016M10,Croatia,general,1.0,97.0
2016M10,Croatia,intermediate goods,0.1,96.9
2016M10,Croatia,energy,3.5,92.3
2016M10,Croatia,capital goods,0.1,100.2
2016M10,Croatia,durable consumer goods,0.2,97.0
2016M10,Croatia,non-durable consumer goods,0.5,99.4
2016M10,Italy,general,-0.1,98.7
2016M10,Italy,intermediate goods,-0.1,98.9
2016M10,Italy,energy,-0.3,95.9
2016M10,Italy,capital goods,0.0,100.1
2016M10,Italy,durable consumer goods,0.2,101.0
2016M10,Italy,non-durable consumer goods,0.1,100.2
2016M10,Cyprus,general,0.0,97.3
2016M10,Cyprus,intermediate goods,0.2,98.9
2016M10,Cyprus,energy,-0.2,89.3
2016M10,Cyprus,capital goods,0.0,99.2
2016M10,Cyprus,durable consumer goods,-0.1,100.2
2016M10,Cyprus,non-durable consumer goods,0.0,100.1
2016M10,Latvia,general,-0.4,97.4
2016M10,Latvia,intermediate goods,-0.2,98.7
2016M10,Latvia,energy,-2.1,92.3
2016M10,Latvia,capital goods,-0.3,96.6
2016M10,Latvia,durable consumer goods,-0.1,99.6
2016M10,Latvia,non-durable consumer goods,0.5,99.6
2016M10,Lithuania,general,1.9,98.1
2016M10,Lithuania,intermediate goods,0.4,93.1
2016M10,Lithuania,energy,5.1,101.3
2016M10,Lithuania,capital goods,0.2,99.4
2016M10,Lithuania,durable consumer goods,-0.2,99.2
2016M10,Lithuania,non-durable consumer goods,0.9,102.5
2016M10,Luxembourg,general,-0.5,98.7
2016M10,Luxembourg,intermediate goods,-0.8,97.7
2016M10,Luxembourg,energy,-0.2,90.1
2016M10,Luxembourg,capital goods,0.0,100.7
2016M10,Luxembourg,durable consumer goods,0.0,100.5
2016M10,Luxembourg,non-durable consumer goods,0.1,107.1
2016M10,Hungary,general,0.5,98.3
2016M10,Hungary,intermediate goods,0.1,98.4
2016M10,Hungary,energy,2.1,94.4
2016M10,Hungary,capital goods,0.6,100.2
2016M10,Hungary,durable consumer goods,-1.7,93.7
2016M10,Hungary,non-durable consumer goods,0.3,100.6
2016M10,Malta,general,-0.1,99.7
2016M10,Malta,intermediate goods,-0.3,100.2
2016M10,Malta,energy,0.0,96.0
2016M10,Malta,capital goods,0.1,101.7
2016M10,Malta,durable consumer goods,0.0,93.1
2016M10,Malta,non-durable consumer goods,0.0,100.3
2016M10,Netherlands,general,1.2,98.0
2016M10,Netherlands,intermediate goods,0.5,97.5
2016M10,Netherlands,energy,6.5,88.3
2016M10,Netherlands,capital goods,0.1,100.9
2016M10,Netherlands,durable consumer goods,-0.2,102.0
2016M10,Netherlands,non-durable consumer goods,0.7,102.0
2016M10,Austria,general,0.4,98.7
2016M10,Austria,intermediate goods,0.1,98.6
2016M10,Austria,energy,1.5,95.9
2016M10,Austria,capital goods,0.1,100.5
2016M10,Austria,durable consumer goods,0.0,100.4
2016M10,Austria,non-durable consumer goods,0.1,100.5
2016M10,Poland,general,0.5,100.3
2016M10,Poland,intermediate goods,-0.1,99.6
2016M10,Poland,energy,2.6,99.9
2016M10,Poland,capital goods,0.3,101.6
2016M10,Poland,durable consumer goods,0.3,99.8
2016M10,Poland,non-durable consumer goods,0.1,101.9
2016M10,Portugal,general,0.4,98.1
2016M10,Portugal,intermediate goods,-0.3,98.5
2016M10,Portugal,energy,2.9,92.9
2016M10,Portugal,capital goods,0.2,99.0
2016M10,Portugal,durable consumer goods,0.1,101.2
2016M10,Portugal,non-durable consumer goods,-0.2,100.5
2016M10,Romania,general,1.1,99.0
2016M10,Romania,intermediate goods,0.3,97.7
2016M10,Romania,energy,3.3,94.3
2016M10,Romania,capital goods,1.1,101.6
2016M10,Romania,durable consumer goods,0.6,102.6
2016M10,Romania,non-durable consumer goods,0.2,102.6
2016M10,Slovenia,general,0.2,98.9
2016M10,Slovenia,intermediate goods,-0.1,98.3
2016M10,Slovenia,energy,-0.1,94.9
2016M10,Slovenia,capital goods,0.0,99.6
2016M10,Slovenia,durable consumer goods,0.0,99.8
2016M10,Slovenia,non-durable consumer goods,1.3,100.1
2016M10,Slovakia,general,0.3,96.2
2016M10,Slovakia,intermediate goods,0.2,96.1
2016M10,Slovakia,energy,0.9,91.2
2016M10,Slovakia,capital goods,0.2,98.6
2016M10,Slovakia,durable consumer goods,-0.1,95.4
2016M10,Slovakia,non-durable consumer goods,0.2,99.5
2016M10,Finland,general,0.9,98.8
2016M10,Finland,intermediate goods,0.3,97.3
2016M10,Finland,energy,3.3,96.0
2016M10,Finland,capital goods,-0.1,100.9
2016M10,Finland,durable consumer goods,0.5,100.2
2016M10,Finland,non-durable consumer goods,0.3,98.9
2016M10,Sweden,general,2.0,101.1
2016M10,Sweden,intermediate goods,0.7,99.3
2016M10,Sweden,energy,11.6,105.7
2016M10,Sweden,capital goods,0.7,101.5
2016M10,Sweden,durable consumer goods,0.3,101.8
2016M10,Sweden,non-durable consumer goods,1.2,101.3
2016M11,EU,general,0.5,99.4
2016M11,EU,intermediate goods,0.6,99.0
2016M11,EU,energy,0.5,96.5
2016M11,EU,capital goods,0.5,100.6
2016M11,EU,durable consumer goods,0.0,100.5
2016M11,EU,non-durable consumer goods,0.3,100.8
2016M11,Belgium,general,1.3,104.0
2016M11,Belgium,intermediate goods,1.9,103.4
2016M11,Belgium,energy,0.9,104.4
2016M11,Belgium,capital goods,0.2,100.8
2016M11,Belgium,durable consumer goods,0.0,101.5
2016M11,Belgium,non-durable consumer goods,-0.1,101.5
2016M11,Bulgaria,general,0.5,98.0
2016M11,Bulgaria,intermediate goods,2.7,100.0
2016M11,Bulgaria,energy,-1.3,92.5
2016M11,Bulgaria,capital goods,0.3,101.4
2016M11,Bulgaria,durable consumer goods,0.1,101.4
2016M11,Bulgaria,non-durable consumer goods,0.2,101.7
2016M11,Czechia,general,0.2,97.3
2016M11,Czechia,intermediate goods,0.3,96.9
2016M11,Czechia,energy,0.2,94.3
2016M11,Czechia,capital goods,0.1,98.2
2016M11,Czechia,durable consumer goods,0.1,96.4
2016M11,Czechia,non-durable consumer goods,0.6,99.6
2016M11,Denmark,general,1.6,101.2
2016M11,Denmark,intermediate goods,0.0,99.9
2016M11,Denmark,energy,2.1,99.5
2016M11,Denmark,capital goods,0.1,101.3
2016M11,Denmark,durable consumer goods,-0.4,99.9
2016M11,Denmark,non-durable consumer goods,3.8,103.1
2016M11,Germany,general,0.3,99.4
2016M11,Germany,intermediate goods,0.5,99.1
2016M11,Germany,energy,0.2,95.3
2016M11,Germany,capital goods,0.2,100.3
2016M11,Germany,durable consumer goods,0.1,101.2
2016M11,Germany,non-durable consumer goods,0.3,101.3
2016M11,Estonia,general,0.7,100.9
2016M11,Estonia,intermediate goods,0.6,98.8
2016M11,Estonia,energy,1.7,107.3
2016M11,Estonia,capital goods,-0.1,101.0
2016M11,Estonia,durable consumer goods,0.3,99.3
2016M11,Estonia,non-durable consumer goods,0.8,100.4
2016M11,Ireland,general,3.9,101.5
2016M11,Ireland,intermediate goods,0.6,99.0
2016M11,Ireland,energy,0.5,96.5
2016M11,Ireland,capital goods,0.5,100.6
2016M11,Ireland,durable consumer goods,0.0,100.5
2016M11,Ireland,non-durable consumer goods,0.3,100.8
2016M11,Greece,general,-0.8,95.7
2016M11,Greece,intermediate goods,0.8,97.7
2016M11,Greece,energy,-2.6,91.0
2016M11,Greece,capital goods,0.0,100.1
2016M11,Greece,durable consumer goods,0.2,100.3
2016M11,Greece,non-durable consumer goods,0.0,100.3
2016M11,Spain,general,0.3,99.3
2016M11,Spain,intermediate goods,0.8,99.3
2016M11,Spain,energy,0.1,96.6
2016M11,Spain,capital goods,-0.1,100.2
2016M11,Spain,durable consumer goods,0.0,101.3
2016M11,Spain,non-durable consumer goods,0.2,100.6
2016M11,France,general,0.6,99.1
2016M11,France,intermediate goods,0.4,97.5
2016M11,France,energy,2.3,99.0
2016M11,France,capital goods,0.1,100.4
2016M11,France,durable consumer goods,-0.4,100.4
2016M11,France,non-durable consumer goods,0.0,99.3
2016M11,Croatia,general,-1.0,96.0
2016M11,Croatia,intermediate goods,-0.3,96.6
2016M11,Croatia,energy,-3.8,88.8
2016M11,Croatia,capital goods,0.0,100.2
2016M11,Croatia,durable consumer goods,-0.9,96.1
2016M11,Croatia,non-durable consumer goods,0.2,99.6
2016M11,Italy,general,-0.1,98.6
2016M11,Italy,intermediate goods,0.3,99.2
2016M11,Italy,energy,-0.7,95.2
2016M11,Italy,capital goods,0.1,100.2
2016M11,Italy,durable consumer goods,-0.1,100.9
2016M11,Italy,non-durable consumer goods,-0.1,100.1
2016M11,Cyprus,general,-0.1,97.2
2016M11,Cyprus,intermediate goods,0.1,99.0
2016M11,Cyprus,energy,-0.3,89.0
2016M11,Cyprus,capital goods,0.0,99.2
2016M11,Cyprus,durable consumer goods,0.1,100.3
2016M11,Cyprus,non-durable consumer goods,-0.1,100.0
2016M11,Latvia,general,0.2,97.6
2016M11,Latvia,intermediate goods,0.2,98.9
2016M11,Latvia,energy,-0.3,92.0
2016M11,Latvia,capital goods,-0.4,96.2
2016M11,Latvia,durable consumer goods,0.1,99.7
2016M11,Latvia,non-durable consumer goods,1.0,100.6
2016M11,Lithuania,general,-0.4,97.7
2016M11,Lithuania,intermediate goods,0.2,93.3
2016M11,Lithuania,energy,-2.4,98.9
2016M11,Lithuania,capital goods,0.0,99.4
2016M11,Lithuania,durable consumer goods,-0.3,98.9
2016M11,Lithuania,non-durable consumer goods,1.0,103.5
2016M11,Luxembourg,general,-0.2,98.5
2016M11,Luxembourg,intermediate goods,-0.4,97.3
2016M11,Luxembourg,energy,0.0,90.1
2016M11,Luxembourg,capital goods,0.0,100.7
2016M11,Luxembourg,durable consumer goods,0.0,100.5
2016M11,Luxembourg,non-durable consumer goods,-0.2,106.9
2016M11,Hungary,general,0.9,99.2
2016M11,Hungary,intermediate goods,0.7,99.1
2016M11,Hungary,energy,1.3,95.6
2016M11,Hungary,capital goods,0.8,101.0
2016M11,Hungary,durable consumer goods,0.9,94.5
2016M11,Hungary,non-durable consumer goods,0.7,101.3
2016M11,Malta,general,-0.2,99.5
2016M11,Malta,intermediate goods,-0.8,99.4
2016M11,Malta,energy,0.0,96.0
2016M11,Malta,capital goods,0.0,101.7
2016M11,Malta,durable consumer goods,0.0,93.1
2016M11,Malta,non-durable consumer goods,0.1,100.4
2016M11,Netherlands,general,0.4,98.4
2016M11,Netherlands,intermediate goods,0.3,97.8
2016M11,Netherlands,energy,0.6,88.8
2016M11,Netherlands,capital goods,0.3,101.2
2016M11,Netherlands,durable consumer goods,0.1,102.1
2016M11,Netherlands,non-durable consumer goods,0.6,102.6
2016M11,Austria,general,0.2,98.9
2016M11,Austria,intermediate goods,0.5,99.1
2016M11,Austria,energy,0.3,96.2
2016M11,Austria,capital goods,0.0,100.5
2016M11,Austria,durable consumer goods,0.1,100.5
2016M11,Austria,non-durable consumer goods,0.0,100.5
2016M11,Poland,general,1.2,101.5
2016M11,Poland,intermediate goods,1.6,101.2
2016M11,Poland,energy,2.3,102.2
2016M11,Poland,capital goods,0.8,102.4
2016M11,Poland,durable consumer goods,0.5,100.3
2016M11,Poland,non-durable consumer goods,0.6,102.5
2016M11,Portugal,general,0.1,98.2
2016M11,Portugal,intermediate goods,0.2,98.7
2016M11,Portugal,energy,0.3,93.2
2016M11,Portugal,capital goods,0.0,99.0
2016M11,Portugal,durable consumer goods,0.0,101.2
2016M11,Portugal,non-durable consumer goods,-0.1,100.4
2016M11,Romania,general,0.0,99.0
2016M11,Romania,intermediate goods,0.3,98.0
2016M11,Romania,energy,-1.1,93.3
2016M11,Romania,capital goods,0.6,102.2
2016M11,Romania,durable consumer goods,0.4,103.0
2016M11,Romania,non-durable consumer goods,-0.1,102.5
2016M11,Slovenia,general,0.0,98.9
2016M11,Slovenia,intermediate goods,0.1,98.4
2016M11,Slovenia,energy,0.5,95.4
2016M11,Slovenia,capital goods,0.0,99.6
2016M11,Slovenia,durable consumer goods,-0.5,99.3
2016M11,Slovenia,non-durable consumer goods,0.0,100.1
2016M11,Slovakia,general,0.4,96.6
2016M11,Slovakia,intermediate goods,0.6,96.7
2016M11,Slovakia,energy,1.0,92.1
2016M11,Slovakia,capital goods,0.0,98.6
2016M11,Slovakia,durable consumer goods,-0.1,95.3
2016M11,Slovakia,non-durable consumer goods,0.4,99.9
2016M11,Finland,general,0.3,99.1
2016M11,Finland,intermediate goods,0.5,97.8
2016M11,Finland,energy,0.5,96.5
2016M11,Finland,capital goods,0.1,101.0
2016M11,Finland,durable consumer goods,0.0,100.2
2016M11,Finland,non-durable consumer goods,0.0,98.9
2016M11,Sweden,general,1.2,102.3
2016M11,Sweden,intermediate goods,1.4,100.7
2016M11,Sweden,energy,1.5,107.3
2016M11,Sweden,capital goods,0.8,102.3
2016M11,Sweden,durable consumer goods,0.2,102.0
2016M11,Sweden,non-durable consumer goods,1.0,102.3
2016M12,EU,general,0.9,100.3
2016M12,EU,intermediate goods,0.6,99.6
2016M12,EU,energy,3.3,99.7
2016M12,EU,capital goods,0.1,100.7
2016M12,EU,durable consumer goods,0.1,100.6
2016M12,EU,non-durable consumer goods,0.3,101.1
2016M12,Belgium,general,1.5,105.6
2016M12,Belgium,intermediate goods,1.0,104.4
2016M12,Belgium,energy,5.7,110.4
2016M12,Belgium,capital goods,0.2,101.0
2016M12,Belgium,durable consumer goods,0.0,101.5
2016M12,Belgium,non-durable consumer goods,-1.4,100.1
2016M12,Bulgaria,general,1.7,99.7
2016M12,Bulgaria,intermediate goods,2.4,102.4
2016M12,Bulgaria,energy,2.7,95.0
2016M12,Bulgaria,capital goods,0.4,101.8
2016M12,Bulgaria,durable consumer goods,0.1,101.5
2016M12,Bulgaria,non-durable consumer goods,-0.1,101.6
2016M12,Czechia,general,0.6,97.9
2016M12,Czechia,intermediate goods,0.5,97.4
2016M12,Czechia,energy,1.6,95.8
2016M12,Czechia,capital goods,0.3,98.5
2016M12,Czechia,durable consumer goods,0.1,96.5
2016M12,Czechia,non-durable consumer goods,0.1,99.7
2016M12,Denmark,general,0.6,101.8
2016M12,Denmark,intermediate goods,0.1,100.0
2016M12,Denmark,energy,3.0,102.5
2016M12,Denmark,capital goods,0.1,101.4
2016M12,Denmark,durable consumer goods,0.1,100.0
2016M12,Denmark,non-durable consumer goods,0.1,103.2
2016M12,Germany,general,0.5,99.9
2016M12,Germany,intermediate goods,0.4,99.5
2016M12,Germany,energy,1.4,96.6
2016M12,Germany,capital goods,0.2,100.5
2016M12,Germany,durable consumer goods,0.1,101.3
2016M12,Germany,non-durable consumer goods,0.5,101.8
2016M12,Estonia,general,0.0,100.9
2016M12,Estonia,intermediate goods,0.1,98.9
2016M12,Estonia,energy,-2.2,104.9
2016M12,Estonia,capital goods,0.4,101.4
2016M12,Estonia,durable consumer goods,0.4,99.7
2016M12,Estonia,non-durable consumer goods,0.9,101.3
2016M12,Ireland,general,0.8,102.3
2016M12,Ireland,intermediate goods,0.6,99.6
2016M12,Ireland,energy,3.3,99.7
2016M12,Ireland,capital goods,0.1,100.7
2016M12,Ireland,durable consumer goods,0.1,100.6
2016M12,Ireland,non-durable consumer goods,0.3,101.1
2016M12,Greece,general,3.2,98.8
2016M12,Greece,intermediate goods,0.4,98.1
2016M12,Greece,energy,8.0,98.3
2016M12,Greece,capital goods,0.0,100.1
2016M12,Greece,durable consumer goods,0.2,100.5
2016M12,Greece,non-durable consumer goods,-0.2,100.1
2016M12,Spain,general,1.4,100.7
2016M12,Spain,intermediate goods,0.5,99.8
2016M12,Spain,energy,5.7,102.1
2016M12,Spain,capital goods,0.1,100.3
2016M12,Spain,durable consumer goods,0.1,101.4
2016M12,Spain,non-durable consumer goods,0.3,100.9
2016M12,France,general,0.8,99.9
2016M12,France,intermediate goods,0.4,97.9
2016M12,France,energy,4.3,103.3
2016M12,France,capital goods,0.0,100.4
2016M12,France,durable consumer goods,0.0,100.4
2016M12,France,non-durable consumer goods,0.2,99.5
2016M12,Croatia,general,1.8,97.7
2016M12,Croatia,intermediate goods,0.2,96.8
2016M12,Croatia,energy,6.4,94.5
2016M12,Croatia,capital goods,0.0,100.2
2016M12,Croatia,durable consumer goods,-0.3,95.8
2016M12,Croatia,non-durable consumer goods,0.1,99.7
2016M12,Italy,general,0.5,99.1
2016M12,Italy,intermediate goods,0.4,99.6
2016M12,Italy,energy,1.6,96.7
2016M12,Italy,capital goods,0.0,100.2
2016M12,Italy,durable consumer goods,-0.1,100.8
2016M12,Italy,non-durable consumer goods,0.1,100.2
2016M12,Cyprus,general,0.3,97.5
2016M12,Cyprus,intermediate goods,0.1,99.1
2016M12,Cyprus,energy,0.0,89.0
2016M12,Cyprus,capital goods,0.0,99.2
2016M12,Cyprus,durable consumer goods,-0.1,100.2
2016M12,Cyprus,non-durable consumer goods,0.5,100.5
2016M12,Latvia,general,0.4,98.0
2016M12,Latvia,intermediate goods,0.0,98.9
2016M12,Latvia,energy,0.7,92.6
2016M12,Latvia,capital goods,-0.4,95.8
2016M12,Latvia,durable consumer goods,1.2,100.9
2016M12,Latvia,non-durable consumer goods,1.0,101.6
2016M12,Lithuania,general,1.7,99.4
2016M12,Lithuania,intermediate goods,0.5,93.8
2016M12,Lithuania,energy,5.8,104.6
2016M12,Lithuania,capital goods,0.1,99.5
2016M12,Lithuania,durable consumer goods,0.1,99.0
2016M12,Lithuania,non-durable consumer goods,-0.3,103.2
2016M12,Luxembourg,general,0.0,98.5
2016M12,Luxembourg,intermediate goods,0.6,97.9
2016M12,Luxembourg,energy,0.0,90.1
2016M12,Luxembourg,capital goods,-1.7,99.0
2016M12,Luxembourg,durable consumer goods,0.1,100.6
2016M12,Luxembourg,non-durable consumer goods,-0.6,106.3
2016M12,Hungary,general,0.6,99.8
2016M12,Hungary,intermediate goods,1.0,100.1
2016M12,Hungary,energy,2.7,98.2
2016M12,Hungary,capital goods,-0.5,100.5
2016M12,Hungary,durable consumer goods,-3.5,91.2
2016M12,Hungary,non-durable consumer goods,1.0,102.3
2016M12,Malta,general,-0.1,99.4
2016M12,Malta,intermediate goods,-0.5,98.9
2016M12,Malta,energy,0.0,96.0
2016M12,Malta,capital goods,0.0,101.7
2016M12,Malta,durable consumer goods,-0.2,92.9
2016M12,Malta,non-durable consumer goods,0.2,100.6
2016M12,Netherlands,general,1.8,100.2
2016M12,Netherlands,intermediate goods,0.7,98.5
2016M12,Netherlands,energy,9.7,97.4
2016M12,Netherlands,capital goods,0.3,101.5
2016M12,Netherlands,durable consumer goods,0.1,102.2
2016M12,Netherlands,non-durable consumer goods,0.4,103.0
2016M12,Austria,general,0.6,99.5
2016M12,Austria,intermediate goods,0.3,99.4
2016M12,Austria,energy,1.6,97.7
2016M12,Austria,capital goods,0.1,100.6
2016M12,Austria,durable consumer goods,0.0,100.5
2016M12,Austria,non-durable consumer goods,0.1,100.6
2016M12,Poland,general,1.2,102.7
2016M12,Poland,intermediate goods,0.7,101.9
2016M12,Poland,energy,4.0,106.3
2016M12,Poland,capital goods,0.6,103.0
2016M12,Poland,durable consumer goods,0.6,100.9
2016M12,Poland,non-durable consumer goods,0.3,102.8
2016M12,Portugal,general,0.7,98.9
2016M12,Portugal,intermediate goods,0.5,99.2
2016M12,Portugal,energy,2.6,95.6
2016M12,Portugal,capital goods,0.0,99.0
2016M12,Portugal,durable consumer goods,-0.3,100.9
2016M12,Portugal,non-durable consumer goods,0.2,100.6
2016M12,Romania,general,1.0,100.0
2016M12,Romania,intermediate goods,0.5,98.5
2016M12,Romania,energy,3.1,96.2
2016M12,Romania,capital goods,0.8,103.0
2016M12,Romania,durable consumer goods,0.1,103.1
2016M12,Romania,non-durable consumer goods,0.0,102.5
2016M12,Slovenia,general,0.4,99.3
2016M12,Slovenia,intermediate goods,0.5,98.9
2016M12,Slovenia,energy,0.0,95.4
2016M12,Slovenia,capital goods,0.1,99.7
2016M12,Slovenia,durable consumer goods,0.2,99.5
2016M12,Slovenia,non-durable consumer goods,0.7,100.8
2016M12,Slovakia,general,0.3,96.9
2016M12,Slovakia,intermediate goods,-0.2,96.5
2016M12,Slovakia,energy,2.0,93.9
2016M12,Slovakia,capital goods,0.0,98.6
2016M12,Slovakia,durable consumer goods,0.1,95.4
2016M12,Slovakia,non-durable consumer goods,0.4,100.3
2016M12,Finland,general,0.8,99.9
2016M12,Finland,intermediate goods,0.5,98.3
2016M12,Finland,energy,3.3,99.7
2016M12,Finland,capital goods,-0.1,100.9
2016M12,Finland,durable consumer goods,0.1,100.3
2016M12,Finland,non-durable consumer goods,0.2,99.1
2016M12,Sweden,general,1.9,104.2
2016M12,Sweden,intermediate goods,1.9,102.6
2016M12,Sweden,energy,6.0,113.7
2016M12,Sweden,capital goods,0.9,103.2
2016M12,Sweden,durable consumer goods,1.2,103.2
2016M12,Sweden,non-durable consumer goods,0.7,103.0
2017M01,EU,general,0.7,101.0
2017M01,EU,intermediate goods,0.8,100.4
2017M01,EU,energy,2.6,102.3
2017M01,EU,capital goods,0.2,100.9
2017M01,EU,durable consumer goods,0.1,100.7
2017M01,EU,non-durable consumer goods,-0.1,101.0
2017M01,Belgium,general,1.5,107.2
2017M01,Belgium,intermediate goods,0.9,105.3
